key_group,atlas_key,status,cross_ref,key_completeness,cell_members,cell_tier_span,cell_games,cell_neg,rank_in_cell,representative,source,cell_id,kit_id,folk_name,corpus,game,tier,canon_tier,negative,flags,lineage,gx,proxy,geo,commit,econ,mob,elem_p,avg_conf,spend_stratum,basin,meta,power_rating,eras,prov,mechanics_status,blocking_mechanics,mech_note
DMHFSC-_LMD-PC-CO-~~,DMHFSC-_LMD-PC-CO-~~,,,11,1,T1,1,0,1,True,canon,SOLO|LARGE|CHAN×econ:proc,poe1-coc-ice-nova,CoC Ice Nova,poe1,poe1,T1,deep,False,,,,solo,large-AOE,channel,trigger-cooldown-cadence,full_move-during,cold,0.83,,,,,3.0-3.6;3.7-3.13;3.20+,kb,blocked-new,sustained-stream/channel verb + movement-tax tuning,Cyclone crits machine-gun Ice Novas through Cast-on-Crit and Cospri's Malice — attack RATE becomes cast RATE; the community tunes attack spe
DMHFSC-_SDD-SP-PH-~~,DMHFSC-_SDD-SP-PH-~~,,,11,1,T2,1,0,1,True,canon,SOLO|SMALL|CHAN×econ:spend,tq2-whirlwind-rogue,Whirlwind Rogue,tq,tq2,T2,moderate,False,,genre/spin,,solo,small-AOE,channel,unknown,full_move-during,physical,0.43,,,,,tq2-ea-2025+,sc,blocked-new,sustained-stream/channel verb + movement-tax tuning,Two-handed Whirlwind in TQ2's Rogue tree — the spin lineage arriving in the Titan Quest line by CONVERGENCE after skipping TQ1 entirely; an 
DMHFSI-HCDD-PC-CO-~~,DMHFSI-HCDD-PC-CO-~~,,,12,1,T1,1,0,1,True,canon,SOLO|CHAIN|INST×GAP-P1-03,poe1-autobomber,Autobomber,poe1,poe1,T1,deep,False,,,GAP-P1-03,solo,chain,instant,passive-proc-cascade,very-high,cold,0.72,,,,,3.0-3.6;3.7-3.13,kb,have-core,direct-hit instant verbs native,Herald of Ice shatters and Inpulsa explosions chain automatically as you RUN past packs — no attack button in the loop at all; movement is t
DMHFSI-HMDD-SP-LI-~~,DMHFSI-HMDD-SP-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|MULTI|INST×GAP-P1-05,poe1-lightning-strike,Lightning Strike,poe1,poe1,T1,deep,False,,,GAP-P1-05,solo,multi-spawn,instant,mana-light,high,lightning,0.82,,,,,1.x;3.20+,kb,have-core,direct-hit instant verbs native,Melee strike that also fires converted-lightning projectiles forward — melee and ranged in one button; the modern era's dominant strike skil
DMHFSI-HMMD-SP-CO-~~,DMHFSI-HMMD-SP-CO-~~,,,12,1,T1,1,0,1,True,canon,SOLO|MULTI|INST×GAP-P1-05,poe1-frost-blades,Frost Blades,poe1,poe1,T1,moderate,False,,,GAP-P1-05,solo,multi-spawn,instant,mana-light,high,cold,0.82,,,,,2.x;3.7-3.13;3.20+,kb,have-core,direct-hit instant verbs native,Cold strike whose hits throw icy projectiles to targets behind — the cold sibling of the strike-plus-projectiles family.
DMHFSI-HNDD-MT-AC-~~,DMHFSI-HNDD-MT-AC-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×econ:meter,gd-righteous-fervor-dervish,Righteous Fervor Dervish,gd,gd,T1,moderate,False,,,,solo,single,instant,ramp-meter,high,acid,0.87,,,,,fg-2019;patch-1.1-1.2,gt;kb,have-core,direct-hit instant verbs native,"The Oathkeeper's stacking default attack — Righteous Fervor ramps a fervor meter as you swing, acid conversions and WPS filling the gaps; ra"
DMHFSI-HNDD-SP-CH-~~,DMHFSI-HNDD-SP-CH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×econ:spend,poe1-viper-poison,Poison Assassin (Viper/Pestilent),poe1,poe1,T1,moderate,False,,,,solo,single,instant,mana-light,high,chaos,0.82,,,,,3.0-3.6;3.7-3.13,kb,have-core,direct-hit instant verbs native,Fast poison-stacking strikes where kills burst remaining poison to neighbors — DoT melee with contagion pops.
DMHFSI-HNDD-SP-PH-~~,DMHFSI-HNDD-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×GX-10,d4-twisting-blades,Twisting Blades Rogue,d4,d4,T1,deep,False,,,GX-10,solo,single,instant,energy-spender,very-high,physical,0.77,,,,,launch-s1-3;loh-s13-14,sky;kb,blocked-new,return-path/carom projectile solver,"Impale blades in the target, dash on — the blades RETURN to you seconds later, carving through everything between; the boomerang path with a"
DMHFSI-HNDD-SP-PI-~~,DMHFSI-HNDD-SP-PI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×econ:spend,gd-belgothian-blademaster,Belgothian Blademaster,gd,gd,T1,deep,False,,,,solo,single,instant,generator-as-spender-inversion,high,pierce,0.87,,,,,aom-2017;fg-2019;patch-1.1-1.2,gt;cf;kb,have-core,direct-hit instant verbs native,The dual-wield auto-attacker whose damage lives in the WPS pool — weapon-pool skills firing off default swings while the Belgothian set auth
DMHFSI-HSDD-MT-CH-~~,DMHFSI-HSDD-MT-CH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-05,poe2-acolyte-darkness,Darkness Acolyte,poe2,poe2,T1,moderate,False,,,GX-05,solo,small-AOE,instant,darkness-replaces-spirit,high,chaos,0.8,,,,,0.1;0.2-dawn,kb,partial,reservation/aura toggles — loot-operator extension,"Chaos monk who trades spirit for the Waking Dream darkness resource, converting the kit into into-the-veil chaos strikes — a whole ascendanc"
DMHFSI-HSDD-PC-PO-~~,DMHFSI-HSDD-PC-PO-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×econ:proc,d4-andariel-flurry,Andariel Flurry Rogue,d4,d4,T1,deep,False,,,,solo,small-AOE,instant,proc-engine,high,poison,0.83,,,,,loot-reborn-s4-5;voh-s6+,kb,have-core,direct-hit instant verbs native,Andariel's Visage turns flurry spam into a poison-nova proc engine — the mythic helm IS the loop; melee blur wearing a D2 boss's face.
DMHFSI-HSMD-MT-CO-~~,DMHFSI-HSMD-MT-CO-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-03,poe2-ice-strike-invoker,Ice Strike Invoker,poe2,poe2,T1,deep,False,,,GX-03,solo,small-AOE,instant,combo-charge,high,cold,0.82,,,,,0.1;0.2-dawn,kb,blocked-new,mark/tag ledger + consume-trigger operators,"Quarterstaff cold flurry freezes packs, then heavy hits SHATTER the frozen — PoE2's freeze-then-break combo grammar embodied in the launch m"
DMHFSI-HSMD-MT-LI-~~,DMHFSI-HSMD-MT-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-03,poe2-tempest-flurry,Tempest Flurry Monk,poe2,poe2,T1,deep,False,,,GX-03 GX-07,solo,small-AOE,instant,combo-counter,high,lightning,0.82,,,,,0.1;0.2-dawn;0.5-ancients,kb;pc,blocked-new,mark/tag ledger + consume-trigger operators,Lightning quarterstaff flurry whose final combo hit erupts — the rhythm-melee builder that pairs with bells and charges; reborn in 0.5 as th
DMHFSI-KNDD-AM-PH-~~,DMHFSI-KNDD-AM-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×GAP-P1-02,poe1-flicker,Flicker Strike,poe1,poe1,T1,deep,False,,,GAP-P1-02 GAP-P1-03,solo,single,instant,charge-consumer,skill-IS-movement,physical,0.82,,,,,1.x;2.x;3.0-3.6;3.7-3.13;3.20+,kb,have-core,direct-hit instant verbs native,Auto-teleporting strike chains from enemy to enemy fueled by frenzy charges — the screen plays itself while the pilot holds one button; the 
DMHFSI-KNDD-MT-PH-~~,DMHFSI-KNDD-MT-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×GX-01,d4-evade-sb,Evade Spiritborn,d4,d4,T1,deep,False,,,GX-01,solo,single,instant,evade-charge-cycle,skill-IS-movement,physical,0.82,,,,,voh-s6+,kb,partial,dash/blink verb — sim support verify; deflect riders new,"The DODGE BUTTON becomes the damage skill — eagle-spirit aspects make Evade itself strike, reset, and chain, so the build is literally dashi"
DMHFSI-KNDD-SP-PH-~~,DMHFSI-KNDD-SP-PH-~~,,,12,1,T1,1,1,1,False,canon,SOLO|SINGLE|INST×GX-01,d4-blade-shift,Blade Shift Rogue,d4,d4,T1,negative,True,,,GX-01,solo,single,instant,generator,skill-IS-movement,physical,0.87,,,,,launch-s1-3;loot-reborn-s4-5,kb,partial,dash/blink verb — sim support verify; deflect riders new,"The move-through-enemies basic that never earned an aspect home while its sibling Heartseeker got a throne — same slot, same class, opposite"
DMHFSI-KNDG-SP-CO-~~,DMHFSI-KNDG-SP-CO-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SINGLE|INST×GX-01,tli-erika3-vendetta,Erika 3 Vendetta's Sting,tl,tli,T2,deep,False,,,GX-01,solo,single,instant,unknown,skill-IS-movement,cold,0.4,,,,,tli-ss11-12-2026,mpx;sky;u4,partial,dash/blink verb — sim support verify; deflect riders new,Twin-blade attack-speed crit stacking that current write-ups call 'the closest thing Torchlight has to old-school flicker strike' — 1:12 ave
DMHFSI-MSMM-SP-LI-~~,DMHFSI-MSMM-SP-LI-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SMALL|INST×GX-08,tq-rune-weapon-thunderer,Rune Weapon Thunderer,tq,tq,T2,moderate,False,,,GX-08,solo,small-AOE,instant,conversion-ramp,med,lightning,0.82,,,,,ragnarok-2017;atlantis-2019,tqf;kb,have-core,direct-hit instant verbs native,Rune Weapon CONVERTS your basic attacks progressively into elemental damage as the meter charges — attack-becomes-spell as a mastery identit
DMHFSI-_SD_-SP-HO-~~,DMHFSI-_SD_-SP-HO-~~,,,10,1,T2,1,0,1,True,canon,SOLO|SMALL|INST×econ:spend,tli-rosa-unsullied,Rosa Unsullied Blade,tl,tli,T2,deep,False,,,,solo,small-AOE,instant,unknown,unknown,holy,0.3,,,,,tli-ss11-12-2026,sky,have-core,direct-hit instant verbs native,"A hero that doesn't exist in my training — Rosa's Unsullied Blade trait tops the current Supreme Showdown data across three regions, with Ho"
DMHFS_-____-SP-__-~~,DMHFS_-____-SP-__-~~,open,,6,1,RDR,1,0,1,True,roster,SOLO|UNSPEC|UNSPEC×econ:spend,K6,Dagger Assassin,rdr-roster,rdr-roster,RDR,roster,False,bc-cell-verbatim,,,solo,,,mana-spender,,,0.3,,,,,rdr-part-f-2026-07-11,part-f,verify,no rule matched — Mac pass to classify,melee/high/flat/DEX/none — never fired in batch-1 (coordinate fired at STR only); awaits batch-2.
DMHSLI-HSDD-MT-PH-~~,DMHSLI-HSDD-MT-PH-~~,,,12,1,T2,1,0,1,True,canon,LIGHT|SMALL|INST×econ:meter,tl2-wolf-shade-berserker,Wolf Shade Berserker,tl,tl2,T2,deep,False,,,,light,small-AOE,instant,frenzy-meter,high,physical,0.77,,,,,tl2-2012,tlf;kb,verify,no rule matched — Mac pass to classify,Claw through packs with Wolf Strike procs while your spectral WOLF SHADE hunts alongside and the Frenzy bar tips you into blood-rage crit wi
DMHSLI-KMDD-SP-PH-~~,DMHSLI-KMDD-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,LIGHT|MULTI|INST×GX-11,le-shadow-bladedancer,Shadow Bladedancer,le,le,T1,deep,False,,,GX-11,light,multi-spawn,instant,shadow-stock-spend,skill-IS-movement,physical,0.82,,,,,beta-0.8-0.9;1.0-launch;1.4-omens,eg;kb,partial,echo/clone actors — troop-command adjacent,Spawn SHADOWS — stationary copies of yourself — then every attack you make is MIRRORED by every shadow simultaneously; Synchronized Strike a
DMHSSI-KSMM-CD-PH-~~,DMHSSI-KSMM-CD-PH-~~,,,12,1,T2b,1,0,1,True,canon,SOLO|SMALL|INST×GX-01,di-monk-sss,Seven-Sided Strike Monk,di,di,T2b,moderate,False,,,GX-01,solo,small-AOE,instant,cooldown-window,skill-IS-movement,physical,0.83,f2p-viable,,dual,,di-launch-2022;di-2026-era,sk;db,partial,dash/blink verb — sim support verify; deflect riders new,Blink-flurry burst through Seven-Sided Strike with Shield of Zen absorbs and Cyclone Strike grouping — mechanically the roster's GX-01 blink
DMHSSI-MMMD-MT-LI-~~,DMHSSI-MMMD-MT-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|MULTI|INST×GAP-D2-03,d2-mosaic-sin,Mosaic Assassin,d2,d2,T1,deep,False,,d2/phoenix-strike,GAP-D2-03,solo,multi-spawn,instant,charge-builder,med,lightning,0.67,,,,,rotw-s13+;d2r-2.6+,aoe;kb,have-core,direct-hit instant verbs native,"Martial-arts charge-up system: build elemental charges with Phoenix/Claws-of-Thunder strikes, finishers consume (Mosaic makes charges persis"
DMHVSI-HSMD-SW-LI-~~,DMHVSI-HSMD-SW-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-07,poe2-howa-invoker,HoWA Invoker,poe2,poe2,T1,deep,False,,,GX-07,solo,small-AOE,instant,stat-is-the-weapon,high,lightning,0.8,,,,,0.1;0.2-dawn,kb,blocked-new,thorns/stat-retaliation channel,Hand of Wisdom and Action converts stacked Intelligence and Dexterity directly into lightning damage — the attribute sheet IS the weapon; Po
DMHVSI-MSDD-SP-FI-~~,DMHVSI-MSDD-SP-FI-~~,,,12,1,T1,1,1,1,False,canon,SOLO|SMALL|INST×GAP-P1-10,poe1-wild-strike,Wild Strike,poe1,poe1,T1,negative,True,,,GAP-P1-10 GAP-D2-10,solo,small-AOE,instant,mana-light,med,fire,0.78,,,,,2.x;3.0-3.6;3.7-3.13,kb,have-core,direct-hit instant verbs native,Strike converts to a RANDOM element with a random secondary effect per hit — the stochastic-element gimmick without Elemental Hit's numbers;
DMLFSI-HCDD-SP-PO-~~,DMLFSI-HCDD-SP-PO-~~,,,12,1,T1,1,0,1,True,canon,SOLO|CHAIN|INST×econ:spend,d4-touch-of-death,Touch of Death Spiritborn,d4,d4,T1,moderate,False,,,,solo,chain,instant,vigor-spender,high,poison,0.77,,,,,voh-s6+;s7-s12,kb,have-core,direct-hit instant verbs native,Centipede-spirit rot: a single touch plants swarming decay that spreads on death — plague DoT with the jungle-spirit skin.
DMLFSI-KNDD-SP-PH-~~,DMLFSI-KNDD-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×GX-01,poe2-rake-ritualist,Bleed Ritualist,poe2,poe2,T1,moderate,False,,,GX-01,solo,single,instant,mana-light,skill-IS-movement,physical,0.82,,,,,0.2-dawn;0.3-edict,kb,partial,dash/blink verb — sim support verify; deflect riders new,Rake's dash-slash stacks aggravated bleeds while the Ritualist's blood mechanics amplify — hit-and-run physical DoT where the movement IS th
DMLSSW-LNDG-SP-PH-~~,DMLSSW-LNDG-SP-PH-~~,,,12,1,T1,1,1,1,False,canon,SOLO|SINGLE|WIND×econ:spend,d2-impale-zon,Impale Amazon,d2,d2,T1,negative,True,,,,solo,single,wind-up,durability-cost,low,physical,0.8,,,,,classic;lod,kb,verify,no rule matched — Mac pass to classify,"Impale: huge single hit, brutal weapon durability cost, glacial recovery — the textbook trap skill for twenty years."
DMMFHI-HNDM-SU-PH-~~,DMMFHI-HNDM-SU-PH-~~,,,12,1,T2,1,0,1,True,canon,HEAVY|SINGLE|INST×econ:summon,chr-pet-warden,Pet Zoo Warden,chronicon,chronicon,T2,deep,False,,,,heavy,single,instant,summon-uptime,high,physical,0.78,,,,,1.0-2020;ancient-beasts-dlc;current-1.52,sf;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"Seven wolves, an alpha, ten wisps, healing spiders, buffing pixies and treants — the full menagerie with per-pet damage percentages the foru"
DMMFSI-HSCM-CD-PH-~~,DMMFSI-HSCM-CD-PH-~~,,,12,1,T2b,1,0,1,True,canon,SOLO|SMALL|INST×econ:cooldown,di-cyclone-monk-pvp,Cyclone CC Monk,di,di,T2b,moderate,False,,,,solo,small-AOE,instant,cooldown-window,high,physical,0.83,f2p-viable,,pvp,,di-launch-2022;di-2026-era,db,have-core,direct-hit instant verbs native,"Cyclone Strike vacuum-grouping into team wombo windows — the Monk's Battlegrounds redemption arc, where the documented-floor class earns its"
DMMFSI-MNMD-RS-PO-~~,DMMFSI-MNMD-RS-PO-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SINGLE|INST×econ:reserve,tq-warlock-poison-vitality,Warlock (Rogue+Spirit),tq,tq,T2,moderate,False,,,,solo,single,instant,aura+DoT,med,poison,0.82,,,,,base-2006;anniversary-2016,tqf;kb,have-core,direct-hit instant verbs native,Poison blades under vitality decay auras — the caster-rogue whose combo NAME matters as much as its build: Titan Quest shipped a Warlock in 
DMMSLI-MSDD-MT-LI-~~,DMMSLI-MSDD-MT-LI-~~,,,12,1,T1,1,0,1,True,canon,LIGHT|SMALL|INST×GX-03,poe2-tempest-bell,Tempest Bell Monk,poe2,poe2,T1,deep,False,,,GX-03,light,small-AOE,instant,combo-spend-to-place,med,lightning,0.73,,,,,0.1;0.2-dawn;0.3-edict;0.4;0.5-ancients,kb;bm,blocked-new,mark/tag ledger + consume-trigger operators,"Combo points SUMMON a bell; every attack that strikes the bell RINGS it, pulsing AOE damage outward — a placed resonator that converts singl"
DMMSSC-RSDD-SP-PH-~~,DMMSSC-RSDD-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|CHAN×GAP-P1-04,poe1-blade-flurry,Blade Flurry,poe1,poe1,T1,deep,False,,,GAP-P1-04,solo,small-AOE,channel,mana-per-tick,rooted-while-channel,physical,0.85,,,,,2.x;3.0-3.6,kb,blocked-new,sustained-stream/channel verb + movement-tax tuning,"Channel to stack, release to detonate the stored stacks in one burst — the channel-and-release commitment archetype."
DMMSSI-KSDD-CD-CO-~~,DMMSSI-KSDD-CD-CO-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-01,gd-shadow-strike-infiltrator,Shadow Strike Infiltrator,gd,gd,T1,deep,False,,,GX-01,solo,small-AOE,instant,cooldown-rotation,skill-IS-movement,cold,0.82,,,,,base-2016;aom-2017;patch-1.1-1.2,gt;cf;kb,partial,dash/blink verb — sim support verify; deflect riders new,"TELEPORT INTO the target as the attack — Shadow Strike is movement and nuke fused in one button, Nightfall spreading the hit; the genre's bl"
DMMSSI-KSDD-CD-PI-~~,DMMSSI-KSDD-CD-PI-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SMALL|INST×GX-01,tq-phantom-strike-dreamkiller,Phantom Strike Dreamkiller,tq,tq,T2,deep,False,,,GX-01,solo,small-AOE,instant,cooldown-rotation,skill-IS-movement,pierce,0.82,,,,,immortal-throne-2007;anniversary-2016,tqf;kb,partial,dash/blink verb — sim support verify; deflect riders new,"TELEPORT INTO the pack and detonate on arrival — Phantom Strike is 2007's blink-strike, the direct mechanical ancestor of Grim Dawn's Shadow"
DMMSSI-_SDT-PC-PH-~~,DMMSSI-_SDT-PC-PH-~~,,,11,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-07,d4-payback-sb,Payback Spiritborn,d4,d4,T1,moderate,False,,,GX-07,solo,small-AOE,instant,hit-taken-triggered,unknown,physical,0.33,,,,,loh-s13-14,sky,blocked-new,thorns/stat-retaliation channel,Retaliation-flavored Spiritborn holding A-tier through the LoH shake-up — the counter-strike identity in the jungle class. SEARCH-DERIVED; d
DMMVSC-KLDD-SP-LI-~~,DMMVSC-KLDD-SP-LI-~~,,,12,1,T1,1,1,1,False,canon,SOLO|LARGE|CHAN×GAP-P1-03,poe1-charged-dash,Charged Dash,poe1,poe1,T1,negative,True,,,GAP-P1-03,solo,large-AOE,channel,mana-per-tick,skill-IS-movement,lightning,0.75,,,,,3.0-3.6;3.7-3.13,kb,blocked-new,sustained-stream/channel verb + movement-tax tuning,"Channel to project a mirage along your path, release to teleport and damage the corridor — movement-as-damage with so much friction (channel"
DRHFLI-HCMD-SP-CO-~~,DRHFLI-HCMD-SP-CO-~~,,,12,1,T2b,1,0,1,True,canon,LIGHT|CHAIN|INST×econ:spend,ud-ice-crystal-arrow,Ice Crystal Arrow Bow,undecember,undecember,T2b,deep,False,,,,light,chain,instant,6-link-scaling,high,cold,0.77,,kr-trunk,,,ud-s7-2025,pgm,verify,no rule matched — Mac pass to classify,"Ice Crystal Arrow's CHAIN effect with Illusion Arrow layered on — clear speed and mobility as the whole thesis, toggle skills padding defens"
DRHFLI-LMDD-SP-PH-~~,DRHFLI-LMDD-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,LIGHT|MULTI|INST×econ:spend,d2-bowazon,Bowazon,d2,d2,T1,deep,False,,,,light,multi-spawn,instant,none/stamina-era,low,physical,0.67,,,,,classic;lod;d2r,dx;kb,verify,no rule matched — Mac pass to classify,"Pure physical ranged attacker: Multishot fans arrows for density, Strafe autotargets sequential shots; damage entirely weapon-and-attack-spe"
DRHFL_-____-SP-__-~~,DRHFL_-____-SP-__-~~,open,"gates:proxy-P2,E6",6,1,RDR,1,0,1,True,roster,LIGHT|UNSPEC|UNSPEC×econ:spend,K10,Falconer (LE Falconer),rdr-roster,rdr-roster,RDR,roster,False,bc-cell-verbatim;proxy-octet-light,,,light,,,mana-spender,,,0.3,,,,,rdr-part-f-2026-07-11,part-f,verify,no rule matched — Mac pass to classify,"DEX/proxy-light, shares w/ K7. Gates: proxy-P2 + E6; ranged-proxy nav gap (D3 archer proxy parks 38.9m) blocks ranged-proxy variant cert."
DRHFSC-_NDD-SP-PH-~~,DRHFSC-_NDD-SP-PH-~~,,,11,1,T1,1,0,1,True,canon,SOLO|SINGLE|CHAN×GX-01,d3-god-hungering,GoD Hungering Arrow,d3,d3,T1,deep,False,,,GX-01,solo,single,channel,generator-as-spender-inversion,full_move-during,physical,0.77,,,,,late-sets;s39,vx;kb,blocked-new,sustained-stream/channel verb + movement-tax tuning,Gears of Dreadlands converts the PRIMARY generator into the payload — Strafe auto-fires piercing Hungering Arrows while you never stop movin
DRHFSI-HLDD-DR-PH-~~,DRHFSI-HLDD-DR-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|INST×econ:draft,d3-ue-multishot,UE Multishot,d3,d3,T1,deep,False,,,,solo,large-AOE,instant,hatred-discipline-dual-pool,high,physical,0.87,,,,,set-era;late-sets;s39,vx;kb,have-core,direct-hit instant verbs native,Discipline-stacked Multishot fans erasing whole screens per click — the fastest map-clear archetype in the game for eight years; Yang's relo
DRHFSI-HLDD-SP-PH-~~,DRHFSI-HLDD-SP-PH-~~,,,12,1,T2,1,0,1,True,canon,SOLO|LARGE|INST×econ:spend,chr-arrow-storm-warden,Arrow Storm Warden,chronicon,chronicon,T2,moderate,False,,,,solo,large-AOE,instant,mana-spender,high,physical,0.83,,,,,ea-2015-2019;1.0-2020,kb,have-core,direct-hit instant verbs native,Screen-filling arrow rain and ricochet volleys — the Warden's pure-bow strand before the DoT and zoo identities took the spotlight.
DRHFSI-HMDD-SP-VI-~~,DRHFSI-HMDD-SP-VI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|MULTI|INST×econ:spend,gd-phantasmal-blades-witch-hunter,Phantasmal Blades Witch Hunter,gd,gd,T1,moderate,False,,,,solo,multi-spawn,instant,mana-spender,high,vitality,0.83,,,,,base-2016;patch-1.1-1.2,gt;kb,have-core,direct-hit instant verbs native,A fan of spectral knives thrown in flights — pierce-vitality conversion turning the volley into a life-drinking spread; the knife-fan caster
DRHFSI-HMDG-SP-PH-~~,DRHFSI-HMDG-SP-PH-~~,,,12,1,T2b,1,0,1,True,canon,SOLO|MULTI|INST×econ:spend,di-multishot-dh,Multishot Demon Hunter,di,di,T2b,deep,False,,,,solo,multi-spawn,instant,gear-hungry-scaling,high,physical,0.87,mixed,,pve,,di-launch-2022;di-5.0-2026,sk;egr;kb,have-core,direct-hit instant verbs native,"Multishot cones under Vengeance windows with Strafe weaving and Smoke Screen escapes — the glass artillery of the roster, gear-hungry by the"
DRHFSI-HMMM-AM-LI-~~,DRHFSI-HMMM-AM-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|MULTI|INST×econ:ammo,poe2-galvanic-shards,Galvanic Shards Merc,poe2,poe2,T1,deep,False,,,,solo,multi-spawn,instant,ammo-swap-cycle,high,lightning,0.82,,,,,0.1,kb,have-core,direct-hit instant verbs native,Lightning shotgun rounds fork into shard sprays that clear whole screens — the 0.1 mapping meta's crossbow answer to Spark; ammo-swap rhythm
DRHFSI-HNDD-CD-PH-~~,DRHFSI-HNDD-CD-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×econ:cooldown,d4-rapid-fire,Rapid Fire Rogue,d4,d4,T1,deep,False,,,,solo,single,instant,energy+imbue-windows,high,physical,0.83,,,,,loot-reborn-s4-5;voh-s6+,kb,have-core,direct-hit instant verbs native,Channel-adjacent arrow stream into single targets with imbuement windows — the rogue's boss-deletion profession of the Loot Reborn era.
