t_s,colour,area,cx,cy,ground_r_px
864.6333,green,186,588.6,398.3,375.8
864.6333,green,433,1883.4,421.5,923.5
864.6333,green,73,236.9,411.5,723.8
864.6333,green,3427,123.2,459.1,838.6
864.6333,green,150,172.1,423.0,787.9
864.6333,green,73,250.4,425.2,709.7
864.6333,green,218,959.8,429.0,0.2
864.6333,green,203,1906.0,449.9,946.8
864.6333,green,2182,1795.3,480.9,840.9
864.6333,green,145,1877.1,472.5,920.7
864.6333,green,1702,1899.0,528.1,957.0
864.6333,green,55,1406.8,578.7,526.7
864.6333,green,211,1371.8,581.3,500.0
864.6333,green,365,808.3,624.9,395.0
864.6333,green,187,442.8,631.8,640.4
864.6333,green,354,1380.3,672.2,617.9
864.6333,green,91,856.5,694.8,505.7
864.6333,green,444,833.3,717.1,551.2
864.6333,green,66,924.3,725.9,554.0
864.6333,green,80,805.9,729.1,579.7
864.6333,green,315,1340.2,760.2,724.5
864.6333,green,46,1224.1,762.2,674.3
864.6333,green,111,1209.6,767.4,677.8
864.6333,green,236,771.5,784.7,688.7
864.6333,green,345,1254.8,828.6,800.4
864.6333,green,421,1013.8,844.1,774.9
864.6333,green,195,405.1,932.6,1089.6
864.6333,green,79,1219.9,1002.9,1099.8
864.6333,green,50,1209.7,998.8,1090.1
864.6333,green,141,1119.4,1011.8,1096.9
864.6333,green,528,1278.5,1003.4,1116.2
864.6333,green,88,1291.8,1025.9,1160.0
864.65,cyan,66,1201.1,251.4,409.3
864.65,cyan,233,1196.8,266.8,383.8
864.65,cyan,589,672.8,518.4,331.9
864.65,cyan,60,696.0,532.1,326.5
864.65,cyan,694,1446.4,628.8,612.4
864.65,cyan,54,655.9,678.0,554.5
864.65,cyan,112,665.6,682.2,555.9
864.65,cyan,65,1017.0,697.7,503.6
864.65,cyan,53,1006.7,708.0,521.7
864.65,cyan,456,1473.4,730.6,761.0
864.65,cyan,234,527.6,761.8,755.6
864.65,cyan,49,539.7,752.4,734.4
864.65,cyan,898,497.1,775.9,794.8
864.65,cyan,388,814.1,932.5,948.9
864.65,cyan,144,1407.5,945.9,1061.6
864.65,cyan,1877,1287.9,984.4,1085.1
864.65,cyan,374,1142.1,1005.6,1089.0
864.65,green,487,1214.0,91.5,677.9
864.65,green,186,1204.6,151.7,571.4
864.65,green,734,1205.4,183.3,519.1
864.65,green,54,1487.0,171.5,712.6
864.65,green,59,185.7,187.2,895.7
864.65,green,191,194.8,226.7,852.9
864.65,green,445,1195.7,238.4,426.1
864.65,green,172,94.5,229.2,942.1
864.65,green,59,189.9,272.4,823.4
864.65,green,182,183.9,297.0,814.1
864.65,green,276,1902.8,303.8,971.2
864.65,green,79,212.8,323.1,772.8
864.65,green,249,281.1,357.9,691.7
864.65,green,285,1858.6,359.1,908.0
864.65,green,169,200.7,362.4,769.3
864.65,green,1112,212.4,401.6,749.4
864.65,green,77,171.8,378.6,793.8
864.65,green,216,1064.6,395.8,121.5
864.65,green,212,599.1,403.8,363.9
864.65,green,53,187.3,400.8,774.5
864.65,green,53,99.2,405.9,861.9
864.65,green,56,240.7,412.8,719.9
864.65,green,304,1891.6,429.2,931.6
864.65,green,3542,130.7,460.8,831.4
864.65,green,152,176.0,425.3,784.0
864.65,green,49,253.1,428.0,706.9
864.65,green,218,959.8,429.0,0.2
864.65,green,2423,1803.1,479.1,848.2
864.65,green,198,1913.0,453.0,954.0
864.65,green,185,1883.0,474.4,926.9
864.65,green,1517,1903.8,532.4,963.2
864.65,green,181,1375.7,584.4,506.5
864.65,green,271,817.3,627.5,396.2
864.65,green,193,451.6,634.7,636.5
864.65,green,241,1381.2,674.0,620.9
864.65,green,73,861.3,697.8,510.3
864.65,green,358,841.5,719.5,553.9
864.65,green,57,929.0,729.1,559.6
864.65,green,115,1335.5,756.9,716.8
864.65,green,42,1350.6,766.3,739.7
864.65,green,95,1197.6,772.5,682.3
864.65,green,119,773.3,786.5,691.4
864.65,green,183,1257.1,826.6,797.8
864.65,green,268,1021.6,843.1,773.6
864.65,green,53,435.6,930.3,1070.8
864.65,green,245,414.6,935.2,1089.0
864.65,green,79,1219.9,1002.9,1099.8
864.65,green,51,1209.7,998.6,1089.8
864.65,green,525,1278.5,1003.4,1116.1
864.65,green,106,1125.4,1012.7,1099.4
864.65,green,87,1292.2,1025.9,1160.0
864.6667,cyan,288,1205.4,284.7,364.0
864.6667,cyan,576,676.4,521.0,331.3
864.6667,cyan,50,700.3,534.4,325.5
864.6667,cyan,695,1452.9,632.0,621.1
864.6667,cyan,180,677.6,681.9,549.1
864.6667,cyan,51,1021.8,701.3,510.9
864.6667,cyan,57,1009.6,718.2,540.9
864.6667,cyan,332,1476.7,735.0,769.2
864.6667,cyan,244,533.7,765.3,757.6
864.6667,cyan,958,503.3,779.9,797.2
864.6667,cyan,45,544.6,756.2,737.4
864.6667,cyan,376,820.7,936.7,955.7
864.6667,cyan,143,1414.3,949.9,1071.2
864.6667,cyan,1870,1287.9,984.5,1085.2
864.6667,cyan,333,1147.6,1007.4,1093.3
864.6667,green,419,1223.9,92.8,679.4
864.6667,green,173,1211.6,153.9,570.8
864.6667,green,698,1212.4,186.0,518.2
864.6667,green,54,1487.0,171.5,712.6
864.6667,green,43,188.7,191.2,889.4
864.6667,green,340,198.7,228.6,847.9
864.6667,green,191,100.1,230.4,936.0
864.6667,green,124,1205.5,229.2,445.8
864.6667,green,89,69.1,234.9,961.4
864.6667,green,529,1206.6,253.4,409.5
864.6667,green,81,159.5,256.3,862.7
864.6667,green,43,231.0,253.7,798.7
864.6667,green,102,193.0,271.8,820.9
864.6667,green,45,15.4,272.1,988.8
864.6667,green,43,1220.2,277.4,383.9
864.6667,green,44,1182.2,293.5,336.3
864.6667,green,69,191.0,297.0,807.3
864.6667,green,92,1911.3,300.5,980.9
864.6667,green,50,235.4,302.4,762.0
864.6667,green,83,219.4,323.4,766.3
864.6667,green,292,207.5,358.2,763.9
864.6667,green,101,297.9,356.2,675.9
864.6667,green,482,1863.5,363.5,911.7
864.6667,green,62,166.4,380.6,798.7
864.6667,green,359,146.5,391.0,816.6
864.6667,green,1234,207.8,411.0,752.9
864.6667,green,269,1070.1,401.6,121.3
864.6667,green,266,606.8,407.6,355.5
864.6667,green,106,101.2,407.0,859.8
864.6667,green,53,168.5,410.7,792.2
864.6667,green,876,1899.2,438.3,939.3
864.6667,green,3380,136.1,461.2,826.1
864.6667,green,45,257.3,431.2,702.7
864.6667,green,218,959.8,429.0,0.2
864.6667,green,2416,1810.3,481.7,855.9
864.6667,green,41,1858.9,470.1,902.2
864.6667,green,221,1891.3,477.5,935.7
864.6667,green,55,1910.8,494.3,958.6
864.6667,green,54,1852.9,502.0,903.2
864.6667,green,1045,1906.9,536.5,967.8
864.6667,green,226,1380.3,587.9,514.0
864.6667,green,380,827.7,630.3,397.5
864.6667,green,187,455.6,637.8,636.9
864.6667,green,128,478.6,640.5,621.9
864.6667,green,343,1382.2,676.6,625.1
864.6667,green,64,866.8,700.5,514.1
864.6667,green,90,874.5,710.3,530.7
864.6667,green,395,849.0,723.7,560.0
864.6667,green,59,934.4,732.8,566.4
864.6667,green,177,1339.6,758.7,721.9
864.6667,green,46,1357.2,770.4,749.6
864.6667,green,163,1199.3,777.2,691.2
864.6667,green,64,775.8,790.6,698.1
864.6667,green,274,1264.8,830.8,808.0
864.6667,green,433,1030.6,839.9,768.4
864.6667,green,157,444.6,933.6,1071.7
864.6667,green,246,419.4,939.7,1094.0
864.6667,green,79,1219.9,1002.9,1099.8
864.6667,green,46,1209.6,999.3,1091.0
864.6667,green,522,1278.4,1003.4,1116.1
864.6667,green,89,1292.3,1025.9,1160.2
864.6833,cyan,224,1209.0,303.1,342.1
864.6833,cyan,545,680.7,523.3,329.9
864.6833,cyan,44,1015.4,563.8,257.0
864.6833,cyan,664,1459.7,634.8,629.7
864.6833,cyan,64,1027.1,707.4,522.7
864.6833,cyan,171,1481.7,737.9,776.6
864.6833,cyan,241,539.4,768.8,759.8
864.6833,cyan,954,509.2,783.3,799.2
864.6833,cyan,341,827.2,941.1,962.8
864.6833,cyan,139,1421.3,953.8,1080.8
864.6833,cyan,1868,1287.8,984.6,1085.4
864.6833,cyan,207,1152.1,1007.7,1094.6
864.6833,cyan,45,1162.8,1021.4,1121.7
864.6833,green,150,1233.7,90.2,687.7
864.6833,green,123,1227.7,105.2,659.7
864.6833,green,152,1219.4,156.3,570.3
864.6833,green,641,1219.3,188.6,517.3
864.6833,green,54,1487.0,171.5,712.6
864.6833,green,210,201.5,230.9,843.5
864.6833,green,136,1213.2,232.3,445.4
864.6833,green,137,103.2,233.6,930.9
864.6833,green,90,70.9,238.3,957.4
864.6833,green,530,1215.5,253.3,415.1
864.6833,green,40,234.0,253.4,796.2
864.6833,green,338,177.6,268.7,837.4
864.6833,green,74,21.0,275.0,981.8
864.6833,green,282,1216.3,285.8,369.8
864.6833,green,58,193.0,297.5,805.1
864.6833,green,114,1189.4,305.3,325.1
864.6833,green,62,165.5,302.5,828.7
864.6833,green,47,239.7,303.2,757.5
864.6833,green,48,219.8,323.1,766.1
864.6833,green,259,211.6,358.9,759.7
864.6833,green,42,1876.1,355.0,926.4
864.6833,green,352,1865.8,371.0,912.3
864.6833,green,55,170.4,382.6,794.3
864.6833,green,348,152.6,393.9,810.0
864.6833,green,454,227.8,399.7,734.2
864.6833,green,253,318.9,405.6,642.6
864.6833,green,309,1076.4,407.8,123.0
864.6833,green,62,104.2,406.3,856.9
864.6833,green,91,604.7,407.1,357.6
864.6833,green,863,194.3,423.4,765.8
864.6833,green,150,626.3,417.1,334.4
864.6833,green,466,1901.0,431.1,941.0
864.6833,green,3026,140.9,461.8,821.3
864.6833,green,218,959.8,429.0,0.2
864.6833,green,45,261.2,434.1,698.9
864.6833,green,2299,1818.2,485.5,864.7
864.6833,green,189,1914.6,459.7,956.3
864.6833,green,51,104.8,470.5,858.7
864.6833,green,246,1898.8,479.7,943.6
864.6833,green,95,1917.0,497.7,965.5
864.6833,green,704,1910.2,535.1,970.5
864.6833,green,40,1004.1,570.5,267.2
864.6833,green,211,1385.9,591.3,522.3
864.6833,green,96,1364.7,592.1,506.0
864.6833,green,247,831.9,633.9,402.5
864.6833,green,108,857.0,631.6,391.1
864.6833,green,132,460.0,641.0,637.1
864.6833,green,158,488.0,644.2,619.1
864.6833,green,106,1366.9,674.6,612.2
864.6833,green,203,1387.9,681.0,635.1
864.6833,green,249,880.4,709.7,528.7
864.6833,green,384,858.4,730.0,569.6
864.6833,green,83,940.0,735.6,571.4
864.6833,green,111,1346.3,762.9,731.9
864.6833,green,251,1205.0,780.2,698.4
864.6833,green,53,781.3,793.9,702.7
864.6833,green,129,831.3,800.1,702.9
864.6833,green,69,1253.2,809.3,766.5
864.6833,green,456,1038.4,839.9,769.2
864.6833,green,79,1264.8,825.0,797.9
864.6833,green,56,1275.2,840.8,829.1
864.6833,green,181,454.4,936.5,1071.8
864.6833,green,165,423.3,944.0,1099.0
864.6833,green,79,1219.9,1002.9,1099.8
864.6833,green,50,1209.7,998.8,1090.1
864.6833,green,529,1278.3,1003.4,1116.1
864.6833,green,82,1292.7,1025.6,1159.8
864.7,cyan,549,684.3,525.3,329.0
864.7,cyan,56,1017.1,562.5,255.1
864.7,cyan,653,1464.9,637.5,637.0
864.7,cyan,92,710.1,682.1,533.4
864.7,cyan,73,1031.3,711.1,530.1
864.7,cyan,56,1023.6,717.4,540.8
864.7,cyan,47,1012.2,733.4,569.3
864.7,cyan,144,1486.9,740.4,783.4
864.7,cyan,216,545.2,775.5,767.1
864.7,cyan,41,554.5,762.7,741.9
864.7,cyan,914,514.7,786.1,800.3
864.7,cyan,107,830.5,949.4,977.7
864.7,cyan,145,1427.1,957.1,1088.7
864.7,cyan,1863,1287.9,984.6,1085.4
864.7,cyan,164,1155.6,1009.5,1098.7
864.7,green,115,1240.1,91.5,688.0
864.7,green,46,1233.2,107.2,658.6
864.7,green,99,1227.0,157.1,572.4
864.7,green,54,1487.0,171.5,712.6
864.7,green,436,1226.5,184.6,527.5
864.7,green,73,1226.5,212.7,483.0
864.7,green,173,203.5,234.0,839.1
864.7,green,121,1220.3,235.1,445.1
864.7,green,95,105.5,235.7,927.2
864.7,green,88,220.9,243.6,815.8
864.7,green,80,73.3,240.5,953.7
864.7,green,491,1222.0,256.3,414.9
864.7,green,96,155.8,263.2,861.5
864.7,green,204,189.8,274.2,822.3
864.7,green,91,26.3,275.2,976.6
864.7,green,416,1216.7,290.2,364.3
864.7,green,326,186.7,299.4,810.1
864.7,green,96,1230.8,314.3,344.9
864.7,green,110,1193.8,322.8,306.2
864.7,green,268,215.6,360.2,755.4
864.7,green,501,1868.7,373.3,914.6
864.7,green,439,231.0,400.4,730.9
864.7,green,49,149.3,388.4,814.2
864.7,green,272,160.7,397.5,801.5
864.7,green,327,323.2,408.2,638.0
864.7,green,311,1082.0,414.0,125.2
864.7,green,151,137.1,406.8,823.9
864.7,green,54,92.4,405.1,868.8
864.7,green,84,608.3,409.2,353.6
864.7,green,984,198.1,424.0,761.9
864.7,green,247,632.6,420.2,327.8
864.7,green,2642,144.5,463.1,818.0
864.7,green,413,1906.6,433.2,946.6
864.7,green,218,959.8,429.0,0.2
864.7,green,43,264.4,435.8,695.7
864.7,green,1960,1822.9,485.9,869.4
864.7,green,247,1904.7,481.4,949.8
864.7,green,456,1912.8,537.0,973.8
864.7,green,69,1007.3,572.9,272.1
864.7,green,165,1392.4,594.3,530.8
864.7,green,144,1365.7,595.0,510.1
864.7,green,159,863.6,633.4,392.6
864.7,green,122,841.8,636.9,404.7
864.7,green,122,463.8,643.6,637.1
864.7,green,254,494.8,647.0,617.5
864.7,green,166,1368.9,676.5,616.1
864.7,green,122,1391.9,683.8,641.6
864.7,green,61,877.2,708.0,526.1
864.7,green,247,893.1,713.2,533.5
864.7,green,107,867.6,725.7,560.2
864.7,green,122,856.7,737.4,583.6
864.7,green,97,944.4,738.0,575.7
864.7,green,54,1328.4,750.7,703.3
864.7,green,49,1355.9,769.0,746.7
864.7,green,180,1208.4,784.2,706.6
864.7,green,45,787.0,795.9,704.8
864.7,green,94,837.0,803.5,708.1
864.7,green,147,1255.2,807.3,763.8
864.7,green,220,1049.1,825.5,743.7
864.7,green,49,1270.2,828.4,805.9
864.7,green,165,1041.8,851.2,790.4
864.7,green,295,463.3,938.8,1071.5
864.7,green,158,427.9,947.3,1102.2
864.7,green,79,1219.9,1002.9,1099.8
864.7,green,50,1209.7,998.8,1090.1
864.7,green,530,1278.3,1003.4,1116.1
864.7,green,85,1292.8,1025.8,1160.1
864.7167,cyan,260,1221.7,335.6,314.2
864.7167,cyan,50,1208.6,349.3,289.6
864.7167,cyan,560,689.0,528.0,327.8
864.7167,cyan,105,1023.9,557.8,248.2
864.7167,cyan,66,1036.9,578.8,289.4
864.7167,cyan,649,1471.7,640.9,646.1
864.7167,cyan,72,727.7,681.7,524.8
864.7167,cyan,200,1049.9,690.2,494.6
864.7167,cyan,55,1029.4,717.4,541.5
864.7167,cyan,90,1492.6,743.8,792.1
864.7167,cyan,49,1015.8,745.9,592.8
864.7167,cyan,920,520.9,789.5,802.1
864.7167,cyan,211,551.5,779.5,769.9
864.7167,cyan,50,562.6,766.3,743.2
864.7167,cyan,49,834.6,945.2,969.3
864.7167,cyan,56,838.4,955.2,987.4
864.7167,cyan,147,1434.5,961.2,1098.8
864.7167,cyan,1864,1288.1,984.6,1085.4
864.7167,green,102,1249.8,93.1,689.4
864.7167,green,70,1235.9,160.2,571.5
864.7167,green,54,1487.0,171.5,712.6
864.7167,green,263,1234.0,180.6,537.7
864.7167,green,102,1235.5,200.2,507.4
864.7167,green,54,1235.5,216.8,481.7
864.7167,green,134,204.1,236.9,836.3
864.7167,green,141,1229.3,240.0,443.1
864.7167,green,52,108.4,237.9,923.0
864.7167,green,139,228.4,248.4,805.2
864.7167,green,83,74.7,244.8,949.5
864.7167,green,385,1231.0,260.0,415.3
864.7167,green,93,159.0,266.5,856.3
864.7167,green,168,196.2,276.4,815.0
864.7167,green,68,175.9,277.2,833.5
864.7167,green,52,29.8,280.4,970.5
864.7167,green,255,1226.4,288.3,373.7
864.7167,green,75,145.9,286.9,856.0
864.7167,green,410,188.3,300.1,808.2
864.7167,green,175,1230.6,320.3,338.0
864.7167,green,114,1199.6,336.4,295.3
864.7167,green,61,249.2,329.6,734.5
864.7167,green,92,212.0,334.5,768.5
864.7167,green,248,221.1,360.2,749.9
864.7167,green,479,1875.7,376.0,921.0
864.7167,green,266,338.9,410.6,622.1
864.7167,green,420,235.0,400.8,726.9
864.7167,green,281,165.3,399.0,796.7
864.7167,green,430,1088.8,420.8,129.7
864.7167,green,125,141.7,409.4,819.1
864.7167,green,1076,203.2,425.1,756.9
864.7167,green,215,638.9,423.3,321.3
864.7167,green,2305,147.7,463.6,814.8
864.7167,green,247,1911.0,435.0,951.1
864.7167,green,212,960.8,429.0,0.8
864.7167,green,122,269.3,436.6,690.8
864.7167,green,1592,1829.8,491.0,877.4
864.7167,green,237,1910.5,484.3,956.1
864.7167,green,52,1890.7,522.9,947.0
864.7167,green,163,1915.2,538.7,976.7
864.7167,green,57,1036.4,540.0,220.4
864.7167,green,61,1015.4,572.3,272.5
864.7167,green,271,1369.8,598.7,517.6
864.7167,green,192,1398.6,598.2,540.1
864.7167,green,312,875.3,636.8,396.2
864.7167,green,146,847.8,640.2,408.9
864.7167,green,88,468.2,646.9,637.6
864.7167,green,233,501.6,650.8,617.1
864.7167,green,290,1372.3,679.4,622.4
864.7167,green,55,1396.2,685.2,646.4
864.7167,green,112,1402.9,690.7,658.5
864.7167,green,463,903.6,715.6,536.6
864.7167,green,79,883.8,711.0,530.7
864.7167,green,148,876.6,729.9,566.4
864.7167,green,141,949.8,739.9,579.0
864.7167,green,259,873.0,748.4,601.1
864.7167,green,134,1333.1,752.3,708.3
864.7167,green,58,1364.0,773.7,758.5
864.7167,green,158,1214.6,787.8,715.0
864.7167,green,281,1261.1,808.6,768.4
864.7167,green,116,844.9,807.5,714.2
864.7167,green,54,859.1,808.4,713.7
864.7167,green,377,1056.7,827.2,747.8
864.7167,green,48,1278.9,833.6,818.2
864.7167,green,195,1048.7,853.6,795.7
864.7167,green,267,470.5,942.6,1074.4
864.7167,green,90,431.4,952.3,1108.6
864.7167,green,79,1219.9,1002.9,1099.8
864.7167,green,50,1209.7,998.8,1090.1
864.7167,green,538,1278.3,1003.5,1116.2
864.7167,green,84,1292.6,1025.7,1159.9
864.7333,cyan,253,1221.3,335.4,314.1
864.7333,cyan,50,1208.6,349.3,289.6
864.7333,cyan,560,689.0,528.0,327.8
864.7333,cyan,105,1023.9,557.8,248.2
864.7333,cyan,66,1036.9,578.8,289.4
864.7333,cyan,649,1471.7,640.9,646.1
864.7333,cyan,72,727.7,681.7,524.8
864.7333,cyan,200,1049.9,690.2,494.6
864.7333,cyan,55,1029.4,717.4,541.5
864.7333,cyan,90,1492.6,743.8,792.1
864.7333,cyan,49,1015.8,745.9,592.8
864.7333,cyan,920,520.9,789.5,802.1
864.7333,cyan,211,551.5,779.5,769.9
864.7333,cyan,50,562.6,766.3,743.2
864.7333,cyan,49,834.6,945.2,969.3
864.7333,cyan,56,838.4,955.2,987.4
864.7333,cyan,147,1434.5,961.2,1098.8
864.7333,cyan,1864,1288.1,984.6,1085.4
864.7333,green,102,1249.8,93.1,689.4
864.7333,green,70,1235.9,160.2,571.5
864.7333,green,54,1487.0,171.5,712.6
864.7333,green,263,1234.0,180.6,537.7
864.7333,green,102,1235.5,200.2,507.4
864.7333,green,54,1235.5,216.8,481.7
864.7333,green,134,204.1,236.9,836.3
864.7333,green,141,1229.3,240.0,443.1
864.7333,green,52,108.4,237.9,923.0
864.7333,green,139,228.4,248.4,805.2
864.7333,green,83,74.7,244.8,949.5
864.7333,green,385,1231.0,260.0,415.3
864.7333,green,93,159.0,266.5,856.3
864.7333,green,168,196.2,276.4,815.0
864.7333,green,68,175.9,277.2,833.5
864.7333,green,52,29.8,280.4,970.5
864.7333,green,255,1226.4,288.3,373.7
864.7333,green,75,145.9,286.9,856.0
864.7333,green,410,188.3,300.1,808.2
864.7333,green,179,1230.8,320.7,337.6
864.7333,green,114,1199.6,336.4,295.3
864.7333,green,61,249.2,329.6,734.5
864.7333,green,92,212.0,334.5,768.5
864.7333,green,248,221.1,360.2,749.9
864.7333,green,479,1875.7,376.0,921.0
864.7333,green,266,338.9,410.6,622.1
864.7333,green,420,235.0,400.8,726.9
864.7333,green,281,165.3,399.0,796.7
864.7333,green,430,1088.8,420.8,129.7
864.7333,green,125,141.7,409.4,819.1
864.7333,green,1076,203.2,425.1,756.9
864.7333,green,215,638.9,423.3,321.3
864.7333,green,2305,147.7,463.6,814.8
864.7333,green,247,1911.0,435.0,951.1
864.7333,green,212,960.8,429.0,0.8
864.7333,green,122,269.3,436.6,690.8
864.7333,green,1593,1829.8,491.0,877.5
864.7333,green,237,1910.5,484.3,956.1
864.7333,green,52,1890.7,522.9,947.0
864.7333,green,163,1915.2,538.7,976.7
864.7333,green,57,1036.4,540.0,220.4
864.7333,green,61,1015.4,572.3,272.5
864.7333,green,271,1369.8,598.7,517.6
864.7333,green,192,1398.6,598.2,540.1
864.7333,green,312,875.3,636.8,396.2
864.7333,green,146,847.8,640.2,408.9
864.7333,green,88,468.2,646.9,637.6
864.7333,green,233,501.6,650.8,617.1
864.7333,green,290,1372.3,679.4,622.4
864.7333,green,55,1396.2,685.2,646.4
864.7333,green,112,1402.9,690.7,658.5
864.7333,green,463,903.6,715.6,536.6
864.7333,green,79,883.8,711.0,530.7
864.7333,green,148,876.6,729.9,566.4
864.7333,green,141,949.8,739.9,579.0
864.7333,green,259,873.0,748.4,601.1
864.7333,green,134,1333.1,752.3,708.3
864.7333,green,58,1364.0,773.7,758.5
864.7333,green,158,1214.6,787.8,715.0
864.7333,green,281,1261.1,808.6,768.4
864.7333,green,116,844.9,807.5,714.2
864.7333,green,54,859.1,808.4,713.7
864.7333,green,377,1056.7,827.2,747.8
864.7333,green,48,1278.9,833.6,818.2
864.7333,green,195,1048.7,853.6,795.7
864.7333,green,267,470.5,942.6,1074.4
864.7333,green,90,431.4,952.3,1108.6
864.7333,green,79,1219.9,1002.9,1099.8
864.7333,green,50,1209.7,998.8,1090.1
864.7333,green,538,1278.3,1003.5,1116.2
864.7333,green,84,1292.6,1025.7,1159.9
864.75,cyan,561,693.3,530.4,326.8
864.75,cyan,640,1477.9,644.1,654.7
864.75,cyan,86,741.8,682.5,520.1
864.75,cyan,452,1058.9,690.5,496.9
864.75,cyan,54,1498.1,745.6,798.3
864.75,cyan,45,1017.1,753.5,606.9
864.75,cyan,770,526.8,793.4,805.1
864.75,cyan,189,555.8,780.6,769.5
864.75,cyan,1864,1288.1,984.8,1085.8
864.75,green,54,1487.0,171.5,712.6
864.75,green,58,1239.4,185.2,533.2
864.75,green,115,1237.5,243.4,443.3
864.75,green,282,1237.3,263.4,414.8
864.75,green,164,1233.3,291.3,374.8
864.75,green,118,1233.4,316.5,344.5
864.75,green,180,1237.4,338.0,325.0
864.75,green,111,1204.5,356.4,279.5
864.75,green,53,1212.0,375.4,271.1
864.75,green,81,351.5,407.3,609.8
864.75,green,230,1095.1,425.9,135.2
864.75,green,57,334.9,423.6,625.2
864.75,green,211,643.4,425.6,316.7
864.75,green,59,1010.3,575.8,278.0
864.75,green,55,1026.6,589.8,306.8
864.75,green,204,1376.7,601.9,526.6
864.75,green,59,1409.3,599.5,550.1
864.75,green,68,1080.1,625.8,385.7
864.75,green,109,875.9,640.1,402.0
864.75,green,42,856.0,643.4,412.6
864.75,green,229,507.1,654.0,616.9
864.75,green,209,1378.3,682.6,630.9
864.75,green,78,889.0,713.9,535.2
864.75,green,307,906.0,720.2,545.0
864.75,green,55,875.6,748.9,601.7
864.75,green,57,957.9,746.6,591.4
864.75,green,48,1335.5,753.6,711.6
864.75,green,183,890.4,759.0,618.5
864.75,green,85,1218.2,791.6,722.9
864.75,green,72,1265.6,810.1,772.7
864.75,green,64,851.6,810.6,718.9
864.75,green,129,868.6,811.9,718.9
864.75,green,197,1063.2,829.1,752.2
864.75,green,79,1219.9,1002.9,1099.8
864.75,green,50,1209.7,998.8,1090.1
864.75,green,526,1278.7,1003.4,1116.1
864.75,green,75,1293.1,1025.2,1159.1
864.7667,cyan,528,1233.5,374.3,291.8
864.7667,cyan,563,701.4,535.0,325.3
864.7667,cyan,41,1059.9,612.1,355.3
864.7667,cyan,593,1489.7,649.0,669.6
864.7667,cyan,144,765.9,684.0,512.9
864.7667,cyan,197,1068.3,700.2,516.6
864.7667,cyan,197,1057.5,718.3,547.6
864.7667,cyan,186,566.3,786.2,772.9
864.7667,cyan,821,536.9,799.3,809.0
864.7667,cyan,1863,1288.1,984.9,1085.9
864.7667,green,54,1487.0,171.5,712.6
864.7667,green,118,1249.2,248.6,443.3
864.7667,green,221,1248.4,268.3,415.6
864.7667,green,155,1244.2,296.0,377.0
864.7667,green,497,1238.4,334.6,329.3
864.7667,green,50,1252.0,353.8,323.8
864.7667,green,275,1220.6,383.7,273.9
864.7667,green,41,361.4,411.0,599.5
864.7667,green,101,651.5,430.0,308.5
864.7667,green,253,1107.7,445.9,151.0
864.7667,green,143,673.3,441.0,287.6
864.7667,green,205,904.9,567.6,263.9
864.7667,green,152,1023.9,595.2,316.0
864.7667,green,186,1386.9,607.2,540.7
864.7667,green,136,1361.5,608.7,522.6
864.7667,green,160,916.7,643.6,401.9
864.7667,green,83,886.9,645.2,409.3
864.7667,green,42,900.0,645.4,407.5
864.7667,green,129,518.3,659.3,615.6
864.7667,green,160,543.8,662.9,602.4
864.7667,green,148,1362.1,680.8,617.7
864.7667,green,164,1387.6,687.6,644.0
864.7667,green,422,925.2,721.6,546.0
864.7667,green,115,900.4,718.5,542.4
864.7667,green,70,1328.7,747.8,698.9
864.7667,green,57,968.6,752.9,603.3
864.7667,green,234,905.6,766.7,631.3
864.7667,green,78,922.4,782.9,660.2
864.7667,green,106,1264.1,799.1,753.3
864.7667,green,325,1078.9,820.8,739.3
864.7667,green,122,880.6,818.4,729.6
864.7667,green,79,1219.9,1002.9,1099.8
864.7667,green,50,1209.7,998.8,1090.1
864.7667,green,528,1278.6,1003.4,1116.1
864.7667,green,72,1293.4,1025.0,1158.9
864.7833,cyan,76,1238.7,391.1,287.5
864.7833,cyan,115,1247.3,403.7,291.1
864.7833,cyan,49,1231.6,416.0,272.7
864.7833,cyan,567,707.5,538.2,324.2
864.7833,cyan,68,1030.3,543.4,224.4
864.7833,cyan,107,1028.9,587.1,302.4
864.7833,cyan,52,1026.7,593.0,312.5
864.7833,cyan,55,1050.3,595.8,323.5
864.7833,cyan,618,1496.4,652.8,679.3
864.7833,cyan,116,786.2,685.9,508.9
864.7833,cyan,173,1062.7,724.6,559.9
864.7833,cyan,49,1050.7,744.3,594.1
864.7833,cyan,180,573.3,791.4,777.8
864.7833,cyan,803,544.5,804.5,813.4
864.7833,cyan,1846,1288.0,985.0,1086.1
864.7833,green,54,1487.0,171.5,712.6
864.7833,green,91,1258.8,254.4,441.6
864.7833,green,162,1256.5,272.0,416.4
864.7833,green,139,1252.5,299.9,378.6
864.7833,green,930,1245.3,348.6,322.2
864.7833,green,276,1226.0,407.7,268.9
864.7833,green,45,1255.7,393.0,303.2
864.7833,green,210,225.0,429.4,735.0
864.7833,green,53,272.0,430.8,688.0
864.7833,green,53,661.7,434.7,298.5
864.7833,green,154,1115.9,454.0,162.7
864.7833,green,206,682.1,445.7,279.7
864.7833,green,179,938.3,578.5,279.2
864.7833,green,71,1006.3,587.7,299.2
864.7833,green,88,1027.0,600.0,325.5
864.7833,green,164,1364.5,612.0,528.9
864.7833,green,124,1396.9,610.6,552.5
