track_id,wave,t_birth_s,t_last_s,n_frames,r_birth_gpx,r_birth_m_lo119,r_birth_m_hi125,r_min_gpx,r_min_m_lo119,r_min_m_hi125,at_frustum_boundary,G_MAX,N_MIN,H_GAP,basis
T00173,151,695.4333,695.7,9,436.76,3.6702,3.4941,426.47,3.5838,3.4118,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00174,151,695.45,695.6667,10,521.79,4.3848,4.1743,511.02,4.2943,4.0881,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00175,151,695.5167,695.6,6,513.05,4.3114,4.1044,513.05,4.3114,4.1044,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00176,151,695.5167,695.6333,6,801.68,6.7368,6.4134,786.35,6.6079,6.2908,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00177,151,695.5167,695.7,9,508.5,4.2731,4.068,487.65,4.0979,3.9012,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00178,151,695.55,695.7667,7,444.14,3.7323,3.5532,444.14,3.7323,3.5532,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00179,151,695.55,695.7833,9,512.17,4.304,4.0974,509.35,4.2803,4.0748,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00180,151,695.5833,696.25,15,25.99,0.2184,0.2079,15.84,0.1331,0.1267,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00181,151,695.6,695.7833,7,530.25,4.4559,4.242,482.89,4.0579,3.8632,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00182,151,695.6333,696.4833,44,1071.59,9.0049,8.5727,1045.5,8.7857,8.364,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00183,151,695.85,696.4667,21,199.26,1.6745,1.5941,199.26,1.6745,1.5941,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00184,151,695.9167,696.2,17,574.12,4.8245,4.593,574.12,4.8245,4.593,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00185,151,695.9833,696.2167,8,541.93,4.554,4.3355,531.13,4.4633,4.249,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00186,151,696.0167,696.2,6,90.76,0.7627,0.7261,81.47,0.6846,0.6518,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00187,151,696.0833,696.5167,16,224.72,1.8884,1.7977,99.63,0.8372,0.797,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00188,151,696.1167,696.4833,11,117.12,0.9842,0.9369,117.12,0.9842,0.9369,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00189,151,696.1167,697.1667,40,65.06,0.5467,0.5205,63.5,0.5336,0.508,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00190,151,696.4,697.8667,29,42.04,0.3533,0.3363,11.08,0.0931,0.0886,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00191,151,696.4167,696.5833,7,64.43,0.5414,0.5155,64.43,0.5414,0.5155,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00192,151,696.4333,696.6833,10,87.32,0.7337,0.6985,87.32,0.7337,0.6985,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00193,151,696.4667,697.1667,17,244.11,2.0514,1.9529,197.65,1.6609,1.5812,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00194,151,696.4667,697.3667,15,138.11,1.1606,1.1049,77.1,0.6479,0.6168,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00195,151,696.4667,697.4667,18,153.03,1.286,1.2243,147.84,1.2423,1.1827,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00196,151,696.5167,697.1833,9,71.95,0.6046,0.5756,71.95,0.6046,0.5756,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00197,151,696.5833,697.4,9,90.04,0.7567,0.7203,90.04,0.7567,0.7203,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00198,151,696.6667,697.3333,9,123.53,1.0381,0.9883,104.42,0.8775,0.8354,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00199,151,697.1667,697.35,11,582.91,4.8984,4.6633,568.15,4.7744,4.5452,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00200,151,697.1667,697.5,20,1059.86,8.9064,8.4789,1045.17,8.783,8.3614,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00201,151,697.2,697.4333,8,287.73,2.4179,2.3019,205.51,1.7269,1.644,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00202,151,697.2667,697.35,6,281.09,2.3621,2.2487,277.24,2.3298,2.2179,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00203,151,697.2833,697.7333,23,301.96,2.5375,2.4157,56.02,0.4707,0.4481,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00204,151,697.3333,697.6333,17,679.2,5.7076,5.4336,660.68,5.552,5.2855,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00205,151,697.3833,697.55,6,352.07,2.9586,2.8165,306.94,2.5793,2.4555,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00206,151,697.4,697.55,6,109.58,0.9208,0.8766,75.36,0.6332,0.6028,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00207,151,697.65,697.85,13,522.95,4.3946,4.1836,522.95,4.3946,4.1836,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00208,151,697.7,697.8167,7,174.22,1.464,1.3938,174.22,1.464,1.3938,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00209,151,697.7333,698.0667,7,254.64,2.1398,2.0371,254.64,2.1398,2.0371,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00210,151,697.7667,698.0,7,213.11,1.7908,1.7049,98.12,0.8245,0.785,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00211,151,697.7667,698.0167,16,665.16,5.5896,5.3213,665.16,5.5896,5.3213,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00212,151,697.8667,698.0167,9,126.79,1.0655,1.0143,126.79,1.0655,1.0143,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00213,151,698.3333,698.5167,6,110.42,0.9279,0.8834,110.42,0.9279,0.8834,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00214,151,698.4167,698.5667,6,273.42,2.2977,2.1874,273.42,2.2977,2.1874,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00215,151,698.4167,699.1333,38,672.24,5.6491,5.3779,556.16,4.6736,4.4492,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00216,151,698.4167,699.9667,85,1061.55,8.9206,8.4924,1045.17,8.783,8.3614,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00217,152,698.7333,698.8833,6,568.85,4.7803,4.5508,540.68,4.5435,4.3255,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00218,152,698.7333,698.9167,6,515.9,4.3353,4.1272,515.9,4.3353,4.1272,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00219,152,698.7333,699.1333,20,565.43,4.7515,4.5235,558.76,4.6955,4.4701,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00220,152,698.7333,699.1333,25,571.7,4.8042,4.5736,567.37,4.7678,4.5389,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00221,152,698.7333,699.1333,25,509.74,4.2836,4.0779,503.3,4.2294,4.0264,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00222,152,698.8,699.0167,6,134.45,1.1298,1.0756,134.45,1.1298,1.0756,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00223,152,698.8667,698.9667,7,535.86,4.503,4.2869,517.14,4.3457,4.1371,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00224,152,698.8833,699.1667,7,232.92,1.9573,1.8634,207.4,1.7429,1.6592,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00225,152,699.0167,699.5167,14,50.86,0.4274,0.4069,23.89,0.2007,0.1911,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00226,152,699.0333,699.1167,6,512.39,4.3058,4.0991,512.39,4.3058,4.0991,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00227,152,699.1833,701.95,162,795.86,6.6879,6.3669,181.48,1.5251,1.4519,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00228,152,699.3167,699.7,9,224.66,1.8879,1.7973,188.26,1.582,1.5061,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00229,152,699.4833,699.6333,7,133.72,1.1237,1.0698,127.0,1.0672,1.016,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00230,152,699.4833,700.45,59,757.33,6.3641,6.0587,714.09,6.0007,5.7127,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00231,152,699.55,699.6333,6,173.43,1.4574,1.3874,167.66,1.4089,1.3413,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00232,152,699.5833,700.35,47,990.61,8.3245,7.9249,982.92,8.2598,7.8633,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00233,152,699.75,700.3333,36,834.78,7.0149,6.6782,834.78,7.0149,6.6782,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00234,152,699.7667,700.3333,34,765.64,6.434,6.1251,708.66,5.9552,5.6693,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00235,152,700.45,701.5667,68,1264.45,10.6256,10.1156,977.39,8.2134,7.8192,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00236,152,700.7833,701.55,42,1169.9,9.8311,9.3592,1100.33,9.2465,8.8026,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00237,152,700.8,701.45,40,1303.08,10.9503,10.4247,1130.0,9.4958,9.04,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00238,152,700.8333,701.5,40,1057.98,8.8906,8.4639,1057.42,8.8858,8.4593,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00239,152,700.9,701.5167,37,1230.99,10.3444,9.8479,1053.71,8.8547,8.4297,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00240,152,700.9667,702.0333,61,864.85,7.2677,6.9188,155.34,1.3053,1.2427,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00241,152,701.3,701.7333,19,572.96,4.8148,4.5836,569.83,4.7885,4.5587,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00242,152,701.3333,702.3667,57,841.4,7.0706,6.7312,28.48,0.2393,0.2278,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00243,152,701.3333,702.55,68,895.07,7.5216,7.1606,201.07,1.6897,1.6086,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00244,152,701.5333,701.6833,9,980.44,8.239,7.8436,775.85,6.5198,6.2068,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00245,152,701.5333,703.0833,93,794.3,6.6748,6.3544,124.14,1.0432,0.9931,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00246,152,701.55,701.6333,6,880.77,7.4014,7.0462,765.42,6.4321,6.1234,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00247,152,701.5667,702.2833,44,828.37,6.9611,6.627,263.65,2.2156,2.1092,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00248,152,701.5833,701.7,7,986.66,8.2912,7.8932,943.16,7.9257,7.5453,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00249,152,701.6167,702.7833,71,797.42,6.701,6.3794,141.71,1.1909,1.1337,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00250,152,701.6167,702.85,72,810.99,6.815,6.4879,145.31,1.2211,1.1625,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00251,152,701.65,702.0333,24,442.95,3.7223,3.5436,64.78,0.5443,0.5182,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00252,152,701.7,703.4333,105,763.61,6.4169,6.1089,240.22,2.0186,1.9217,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00253,152,701.7333,703.1667,85,699.25,5.8761,5.594,329.85,2.7719,2.6388,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00254,152,701.7667,702.2,26,638.35,5.3643,5.1068,400.16,3.3627,3.2013,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00255,152,701.7667,703.3167,89,598.3,5.0277,4.7864,266.46,2.2392,2.1317,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00256,152,701.8667,702.2333,22,646.75,5.4349,5.174,577.02,4.8489,4.6162,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00257,152,701.8833,702.8,53,444.85,3.7383,3.5588,318.0,2.6723,2.544,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00258,152,702.0333,702.5333,23,569.42,4.785,4.5553,522.8,4.3933,4.1824,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00259,152,702.1333,703.8333,103,1048.44,8.8104,8.3875,1047.86,8.8055,8.3829,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00260,152,702.2333,702.3833,8,134.12,1.127,1.0729,119.09,1.0008,0.9527,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00261,152,702.3333,704.15,101,556.76,4.6787,4.4541,354.84,2.9819,2.8387,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00262,152,702.3667,702.55,10,577.47,4.8527,4.6198,577.47,4.8527,4.6198,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00263,152,702.3833,702.5667,9,549.65,4.6189,4.3972,527.37,4.4317,4.2189,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00264,152,702.4667,704.45,114,980.14,8.2365,7.8411,147.6,1.2403,1.1808,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00265,152,702.4833,703.0167,25,567.38,4.7679,4.5391,555.11,4.6648,4.4409,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00266,152,702.6167,703.4167,48,15.19,0.1276,0.1215,13.19,0.1108,0.1055,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00267,152,702.6833,704.45,100,1001.43,8.4154,8.0114,11.65,0.0979,0.0932,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00268,152,702.75,703.0,13,577.47,4.8527,4.6198,567.04,4.765,4.5363,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00269,152,702.75,703.0667,14,171.67,1.4426,1.3733,90.5,0.7605,0.724,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00270,152,702.8333,703.55,43,374.06,3.1433,2.9925,374.06,3.1433,2.9925,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00271,152,702.8333,704.3333,84,282.54,2.3743,2.2603,265.85,2.2341,2.1268,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00272,152,702.9167,703.0167,6,238.58,2.0049,1.9087,206.71,1.737,1.6537,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00273,152,702.9333,703.1167,7,351.64,2.9549,2.8131,351.64,2.9549,2.8131,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00274,152,703.0167,703.3167,11,239.09,2.0092,1.9127,180.47,1.5165,1.4437,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00275,152,703.1833,703.3833,7,516.41,4.3396,4.1313,497.45,4.1802,3.9796,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00276,152,703.2833,705.3833,120,1032.49,8.6764,8.2599,469.39,3.9445,3.7551,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00277,152,703.3167,705.5833,129,998.84,8.3936,7.9907,192.17,1.6149,1.5374,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00278,152,703.3333,703.8667,31,511.48,4.2981,4.0918,508.14,4.2701,4.0651,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00279,152,703.4167,703.6167,11,590.74,4.9642,4.7259,539.08,4.5301,4.3126,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00280,152,703.4833,703.6333,7,258.72,2.1741,2.0698,251.11,2.1102,2.0089,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00281,152,703.5167,704.05,17,238.57,2.0048,1.9086,141.03,1.1851,1.1282,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00282,152,703.5667,703.9667,25,415.45,3.4912,3.3236,415.45,3.4912,3.3236,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00283,152,703.6167,704.0667,28,1080.79,9.0822,8.6463,765.01,6.4287,6.1201,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00284,152,703.8333,704.05,9,107.72,0.9052,0.8618,85.96,0.7224,0.6877,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00285,152,704.0333,707.45,194,1216.88,10.2259,9.7351,127.35,1.0701,1.0188,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00286,152,704.15,704.4333,9,163.0,1.3697,1.304,113.82,0.9565,0.9106,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00287,152,704.15,706.1833,121,713.04,5.9919,5.7043,127.41,1.0707,1.0193,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00288,152,704.15,706.4833,139,1160.71,9.7538,9.2857,573.16,4.8165,4.5853,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00289,152,704.4667,706.5333,125,763.67,6.4174,6.1094,763.67,6.4174,6.1094,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00290,152,704.6333,705.0333,21,279.56,2.3492,2.2365,279.56,2.3492,2.2365,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00291,152,704.7,705.4167,44,1053.21,8.8505,8.4257,1047.28,8.8007,8.3783,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00292,152,704.7167,704.9667,11,260.62,2.1901,2.085,260.62,2.1901,2.085,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00293,152,705.0333,705.4,23,1349.16,11.3375,10.7933,1228.15,10.3206,9.8252,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00294,152,705.1333,705.35,12,1083.54,9.1054,8.6683,1038.7,8.7286,8.3096,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00295,152,705.1333,708.7667,215,1164.22,9.7833,9.3137,501.84,4.2172,4.0147,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00296,152,705.2167,710.0667,287,1293.95,10.8735,10.3516,192.25,1.6155,1.538,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00297,152,705.4,707.9667,140,1042.16,8.7577,8.3373,97.96,0.8232,0.7837,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00298,152,705.5,705.6333,7,1014.57,8.5258,8.1165,955.91,8.0328,7.6472,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00299,152,705.6167,707.75,127,1000.0,8.4034,8.0,204.86,1.7215,1.6389,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00300,152,705.65,710.2833,278,1156.61,9.7194,9.2529,281.89,2.3688,2.2551,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00301,152,705.7667,706.2333,28,570.45,4.7937,4.5636,570.45,4.7937,4.5636,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00302,152,705.7833,706.2333,28,525.89,4.4192,4.2071,516.76,4.3425,4.1341,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00303,152,705.8333,706.3667,16,137.23,1.1532,1.0979,50.91,0.4278,0.4073,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00304,152,705.9,706.0167,7,93.0,0.7815,0.744,30.81,0.2589,0.2465,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00305,152,705.9167,706.0167,6,99.37,0.835,0.7949,79.46,0.6677,0.6357,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00306,152,705.9833,706.3833,25,1100.68,9.2494,8.8055,1073.07,9.0174,8.5846,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00307,152,706.0333,709.0833,183,1016.18,8.5393,8.1294,188.08,1.5805,1.5046,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00308,152,706.05,706.35,10,142.43,1.1969,1.1394,109.67,0.9216,0.8773,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00309,152,706.1167,706.2833,6,193.14,1.623,1.5451,193.14,1.623,1.5451,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00310,152,706.15,706.6167,15,50.63,0.4255,0.405,28.09,0.2361,0.2247,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00311,152,706.15,707.8667,104,1066.94,8.9658,8.5355,1050.22,8.8254,8.4018,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00312,152,706.1667,706.3833,8,238.08,2.0007,1.9047,219.92,1.8481,1.7594,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00313,152,706.5167,706.7,7,688.15,5.7828,5.5052,636.79,5.3511,5.0943,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00314,152,706.5167,706.9,16,664.21,5.5816,5.3137,535.55,4.5004,4.2844,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T00315,152,706.6,707.9,79,1014.18,8.5225,8.1134,477.31,4.011,3.8185,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
