wave,tier,difficulty,characterAttackSpeedModifier,characterDefensiveAbility,characterDefensiveAbilityModifier,characterLifeModifier,characterLifeRegenModifier,characterManaRegenModifier,characterOffensiveAbility,characterOffensiveAbilityModifier,characterPercentHealIncreaseModifier,characterSpellCastSpeedModifier,defensivePercentCurrentLife,offensiveCritDamageModifier,offensivePhysicalModifier,offensiveSlowBleedingModifier,offensiveSlowColdModifier,offensiveSlowFireModifier,offensiveSlowLifeModifier,offensiveSlowLightningModifier,offensiveSlowPhysicalModifier,offensiveSlowPoisonModifier,offensiveTotalDamageModifier,retaliationTotalDamageModifier,skillCooldownReduction,spawnChampionMaxAdj,spawnChampionMinAdj
70,7,gladiator,5.0,19.0,2.0,127.0,7.0,7.0,15.0,1.399999976158142,-32.0,5.0,4.0,5.0,-12.0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,15.0,8.0,0.0,1,1
71,8,gladiator,5.0,20.0,2.0,128.0,7.0,7.0,16.0,1.399999976158142,-32.0,5.0,4.0,5.0,-12.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,15.0,8.0,0.0,1,1
72,8,gladiator,5.0,20.0,2.0,129.0,7.0,7.0,16.0,1.399999976158142,-33.0,5.0,4.0,5.0,-12.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,15.0,8.0,0.0,1,1
73,8,gladiator,6.0,20.0,2.0,130.0,8.0,8.0,16.0,1.399999976158142,-33.0,6.0,4.0,5.0,-12.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,15.0,8.0,0.0,1,1
74,8,gladiator,6.0,21.0,2.0,130.0,8.0,8.0,17.0,1.399999976158142,-33.0,6.0,4.0,5.0,-12.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,15.0,9.0,0.0,1,1
75,8,gladiator,6.0,21.0,2.0,132.0,8.0,8.0,17.0,1.399999976158142,-35.0,6.0,4.0,5.0,-13.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,15.0,9.0,0.0,1,1
76,8,gladiator,6.0,22.0,2.0,133.0,9.0,9.0,18.0,1.399999976158142,-35.0,6.0,4.0,5.0,-13.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,16.0,10.0,0.0,1,1
77,8,gladiator,6.0,22.0,2.0,134.0,9.0,9.0,18.0,1.399999976158142,-35.0,6.0,4.0,5.0,-13.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,16.0,10.0,0.0,1,1
78,8,gladiator,6.0,22.0,2.0,135.0,9.0,9.0,18.0,1.399999976158142,-36.0,6.0,4.0,5.0,-13.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,16.0,10.0,0.0,1,1
79,8,gladiator,6.0,23.0,2.0,137.0,10.0,10.0,18.0,1.399999976158142,-36.0,6.0,4.0,5.0,-13.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,16.0,11.0,0.0,1,1
80,8,gladiator,6.0,23.0,2.0,138.0,10.0,10.0,18.0,1.399999976158142,-36.0,6.0,4.0,5.0,-14.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,16.0,11.0,0.0,1,1
81,9,gladiator,6.0,24.0,2.0,139.0,10.0,10.0,19.0,1.399999976158142,-37.0,6.0,4.0,5.0,-14.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,17.0,12.0,0.0,1,1
82,9,gladiator,6.0,24.0,2.0,141.0,11.0,11.0,19.0,1.399999976158142,-37.0,6.0,4.0,5.0,-14.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,17.0,12.0,0.0,1,1
83,9,gladiator,6.0,25.0,2.0,142.0,11.0,11.0,20.0,1.399999976158142,-37.0,6.0,4.0,5.0,-14.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,17.0,13.0,0.0,1,1
84,9,gladiator,6.0,25.0,2.0,143.0,12.0,12.0,20.0,1.399999976158142,-38.0,6.0,4.0,5.0,-14.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,17.0,13.0,0.0,1,1
85,9,gladiator,6.0,26.0,2.0,144.0,12.0,12.0,21.0,1.399999976158142,-38.0,6.0,4.0,5.0,-14.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,17.0,14.0,0.0,1,1
86,9,gladiator,6.0,26.0,2.0,145.0,12.0,12.0,21.0,1.399999976158142,-38.0,6.0,4.0,5.0,-14.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,18.0,14.0,0.0,1,1
87,9,gladiator,6.0,26.0,2.0,146.0,13.0,13.0,21.0,1.399999976158142,-39.0,6.0,4.0,5.0,-14.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,18.0,14.0,0.0,1,1
88,9,gladiator,7.0,27.0,2.0,148.0,13.0,13.0,22.0,1.399999976158142,-39.0,7.0,4.0,5.0,-14.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,18.0,15.0,0.0,1,1
89,9,gladiator,7.0,27.0,2.0,150.0,14.0,14.0,22.0,1.399999976158142,-39.0,7.0,4.0,5.0,-14.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,18.0,16.0,0.0,1,1
90,9,gladiator,7.0,28.0,2.0,151.0,14.0,14.0,22.0,1.399999976158142,-40.0,7.0,4.0,5.0,-15.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,18.0,16.0,0.0,1,1
91,10,gladiator,7.0,28.0,2.0,153.0,15.0,15.0,22.0,1.399999976158142,-40.0,7.0,5.0,5.0,-15.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,19.0,16.0,0.0,1,1
92,10,gladiator,7.0,29.0,2.0,154.0,15.0,15.0,23.0,1.399999976158142,-40.0,7.0,5.0,5.0,-15.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,19.0,17.0,0.0,1,1
93,10,gladiator,7.0,29.0,2.0,156.0,16.0,16.0,23.0,1.399999976158142,-41.0,7.0,5.0,5.0,-15.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,19.0,18.0,0.0,1,1
94,10,gladiator,7.0,30.0,3.0,157.0,16.0,16.0,24.0,2.0999999046325684,-41.0,7.0,5.0,5.0,-15.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,19.0,18.0,0.0,1,1
95,10,gladiator,7.0,30.0,3.0,158.0,17.0,17.0,24.0,2.0999999046325684,-41.0,7.0,5.0,5.0,-15.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,19.0,19.0,0.0,1,1
96,10,gladiator,7.0,31.0,3.0,160.0,17.0,17.0,25.0,2.0999999046325684,-42.0,7.0,5.0,6.0,-15.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,20.0,19.0,0.0,1,1
97,10,gladiator,7.0,31.0,3.0,161.0,18.0,18.0,25.0,2.0999999046325684,-42.0,7.0,5.0,6.0,-15.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,20.0,20.0,0.0,1,1
98,10,gladiator,7.0,32.0,3.0,164.0,18.0,18.0,26.0,2.0999999046325684,-42.0,7.0,5.0,6.0,-15.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,20.0,21.0,0.0,1,1
99,10,gladiator,7.0,32.0,3.0,165.0,19.0,19.0,26.0,2.0999999046325684,-43.0,7.0,5.0,6.0,-15.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,20.0,21.0,0.0,1,1
100,10,gladiator,8.0,33.0,3.0,168.0,20.0,20.0,26.0,2.0999999046325684,-43.0,8.0,5.0,6.0,-15.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,20.0,22.0,0.0,1,1
101,11,gladiator,8.0,33.0,3.0,169.0,20.0,20.0,26.0,2.0999999046325684,-43.0,8.0,5.0,6.0,-16.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,21.0,23.0,0.0,1,1
102,11,gladiator,8.0,34.0,3.0,170.0,21.0,21.0,27.0,2.0999999046325684,-44.0,8.0,5.0,6.0,-16.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,21.0,23.0,0.0,1,1
103,11,gladiator,8.0,34.0,3.0,172.0,22.0,22.0,27.0,2.0999999046325684,-44.0,8.0,5.0,6.0,-16.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,21.0,24.0,0.0,1,1
104,11,gladiator,8.0,35.0,3.0,174.0,22.0,22.0,28.0,2.0999999046325684,-44.0,8.0,5.0,6.0,-16.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,21.0,25.0,0.0,1,1
105,11,gladiator,8.0,35.0,3.0,176.0,23.0,23.0,28.0,2.0999999046325684,-45.0,8.0,5.0,6.0,-16.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,21.0,25.0,0.0,1,1
106,11,gladiator,8.0,36.0,3.0,178.0,23.0,23.0,29.0,2.0999999046325684,-45.0,8.0,5.0,6.0,-16.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,22.0,26.0,0.0,1,1
107,11,gladiator,8.0,36.0,3.0,180.0,24.0,24.0,29.0,2.0999999046325684,-45.0,8.0,5.0,6.0,-16.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,22.0,27.0,0.0,1,1
108,11,gladiator,8.0,37.0,3.0,183.0,25.0,25.0,30.0,2.0999999046325684,-46.0,8.0,5.0,6.0,-16.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,22.0,28.0,0.0,1,1
109,11,gladiator,8.0,37.0,3.0,185.0,26.0,26.0,30.0,2.0999999046325684,-46.0,8.0,5.0,6.0,-16.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,22.0,28.0,0.0,1,1
110,11,gladiator,8.0,38.0,3.0,185.0,26.0,26.0,30.0,2.0999999046325684,-46.0,8.0,6.0,6.0,-16.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,22.0,29.0,0.0,1,1
111,12,gladiator,8.0,38.0,3.0,187.0,27.0,27.0,30.0,2.0999999046325684,-47.0,8.0,6.0,6.0,-16.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,23.0,30.0,0.0,1,1
112,12,gladiator,8.0,39.0,3.0,190.0,28.0,28.0,31.0,2.0999999046325684,-47.0,8.0,6.0,6.0,-16.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,23.0,31.0,0.0,1,1
113,12,gladiator,8.0,39.0,3.0,193.0,28.0,28.0,31.0,2.0999999046325684,-47.0,8.0,6.0,7.0,-16.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,23.0,32.0,0.0,1,1
114,12,gladiator,9.0,40.0,3.0,195.0,29.0,29.0,32.0,2.0999999046325684,-48.0,9.0,6.0,7.0,-16.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,23.0,32.0,0.0,1,1
115,12,gladiator,9.0,40.0,4.0,197.0,30.0,30.0,32.0,2.799999952316284,-48.0,9.0,6.0,8.0,-16.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,23.0,33.0,0.0,1,1
116,12,gladiator,9.0,41.0,4.0,199.0,31.0,31.0,33.0,2.799999952316284,-48.0,9.0,6.0,8.0,-16.0,-47.0,-47.0,-47.0,-47.0,-47.0,-47.0,-47.0,24.0,34.0,0.0,1,1
117,12,gladiator,9.0,41.0,4.0,201.0,32.0,32.0,33.0,2.799999952316284,-49.0,9.0,6.0,8.0,-16.0,-47.0,-47.0,-47.0,-47.0,-47.0,-47.0,-47.0,24.0,35.0,0.0,1,1
118,12,gladiator,9.0,42.0,4.0,204.0,32.0,32.0,34.0,2.799999952316284,-49.0,9.0,6.0,8.0,-16.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,25.0,36.0,0.0,1,1
119,12,gladiator,9.0,42.0,4.0,206.0,33.0,33.0,34.0,2.799999952316284,-49.0,9.0,6.0,8.0,-16.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,25.0,37.0,0.0,1,1
120,12,gladiator,9.0,43.0,4.0,209.0,34.0,34.0,34.0,2.799999952316284,-50.0,9.0,6.0,8.0,-17.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,26.0,38.0,0.0,1,1
121,13,gladiator,9.0,43.0,4.0,211.0,35.0,35.0,34.0,2.799999952316284,-50.0,9.0,6.0,9.0,-17.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,26.0,39.0,0.0,1,1
122,13,gladiator,9.0,44.0,4.0,213.0,36.0,36.0,35.0,2.799999952316284,-50.0,9.0,6.0,9.0,-17.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,27.0,40.0,0.0,1,1
123,13,gladiator,9.0,44.0,4.0,216.0,37.0,37.0,35.0,2.799999952316284,-51.0,9.0,6.0,9.0,-17.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,27.0,41.0,0.0,1,1
124,13,gladiator,9.0,45.0,4.0,219.0,38.0,38.0,36.0,2.799999952316284,-51.0,9.0,6.0,9.0,-17.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,28.0,42.0,0.0,1,1
125,13,gladiator,9.0,46.0,4.0,221.0,38.0,38.0,37.0,2.799999952316284,-51.0,9.0,6.0,9.0,-17.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,28.0,43.0,0.0,1,1
126,13,gladiator,9.0,46.0,4.0,224.0,39.0,39.0,37.0,2.799999952316284,-52.0,9.0,6.0,11.0,-17.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,29.0,44.0,0.0,1,1
127,13,gladiator,10.0,47.0,4.0,227.0,40.0,40.0,38.0,2.799999952316284,-52.0,10.0,6.0,11.0,-17.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,29.0,45.0,0.0,1,1
128,13,gladiator,10.0,47.0,4.0,229.0,41.0,41.0,38.0,2.799999952316284,-52.0,10.0,6.0,12.0,-17.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,30.0,46.0,0.0,1,1
129,13,gladiator,10.0,48.0,4.0,232.0,42.0,42.0,38.0,2.799999952316284,-53.0,10.0,6.0,12.0,-17.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,30.0,47.0,0.0,1,1
130,13,gladiator,10.0,48.0,4.0,234.0,43.0,43.0,38.0,2.799999952316284,-53.0,10.0,6.0,12.0,-17.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,31.0,48.0,0.0,1,1
131,14,gladiator,10.0,49.0,4.0,237.0,44.0,44.0,39.0,2.799999952316284,-53.0,10.0,7.0,13.0,-17.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,31.0,49.0,0.0,1,1
132,14,gladiator,10.0,49.0,4.0,240.0,45.0,45.0,39.0,2.799999952316284,-54.0,10.0,7.0,13.0,-17.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,32.0,50.0,0.0,1,1
133,14,gladiator,10.0,50.0,4.0,243.0,46.0,46.0,40.0,2.799999952316284,-54.0,10.0,7.0,13.0,-17.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,32.0,52.0,0.0,1,1
134,14,gladiator,10.0,50.0,4.0,246.0,47.0,47.0,40.0,2.799999952316284,-54.0,10.0,7.0,14.0,-17.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,33.0,53.0,0.0,1,1
135,14,gladiator,10.0,51.0,4.0,249.0,48.0,48.0,41.0,2.799999952316284,-55.0,10.0,7.0,14.0,-17.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,33.0,54.0,0.0,1,1
136,14,gladiator,10.0,52.0,4.0,252.0,50.0,50.0,42.0,2.799999952316284,-55.0,10.0,7.0,14.0,-17.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,34.0,55.0,0.0,1,1
137,14,gladiator,10.0,52.0,4.0,255.0,51.0,51.0,42.0,2.799999952316284,-55.0,10.0,7.0,16.0,-17.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,34.0,56.0,0.0,1,1
138,14,gladiator,10.0,53.0,5.0,258.0,52.0,52.0,42.0,3.5,-56.0,10.0,7.0,16.0,-17.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,35.0,58.0,0.0,1,1
139,14,gladiator,10.0,53.0,5.0,261.0,53.0,53.0,42.0,3.5,-56.0,10.0,7.0,16.0,-17.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,35.0,59.0,0.0,1,1
140,14,gladiator,10.0,54.0,5.0,264.0,54.0,54.0,43.0,3.5,-56.0,10.0,7.0,17.0,-18.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,36.0,60.0,0.0,1,1
141,15,gladiator,11.0,54.0,5.0,268.0,55.0,55.0,43.0,3.5,-57.0,11.0,7.0,18.0,-18.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,36.0,62.0,0.0,1,1
142,15,gladiator,11.0,55.0,5.0,272.0,56.0,56.0,44.0,3.5,-57.0,11.0,7.0,19.0,-18.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,37.0,63.0,0.0,1,1
143,15,gladiator,11.0,56.0,5.0,276.0,58.0,58.0,45.0,3.5,-57.0,11.0,7.0,19.0,-18.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,37.0,64.0,0.0,1,1
144,15,gladiator,11.0,56.0,5.0,280.0,59.0,59.0,45.0,3.5,-58.0,11.0,7.0,20.0,-18.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,38.0,66.0,0.0,1,1
145,15,gladiator,11.0,57.0,5.0,284.0,60.0,60.0,46.0,3.5,-58.0,11.0,7.0,21.0,-18.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,38.0,67.0,0.0,1,1
146,15,gladiator,11.0,58.0,5.0,288.0,61.0,61.0,46.0,3.5,-58.0,11.0,7.0,21.0,-18.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,39.0,68.0,0.0,1,1
147,15,gladiator,11.0,58.0,5.0,292.0,62.0,62.0,46.0,3.5,-59.0,11.0,7.0,24.0,-18.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,39.0,70.0,0.0,1,1
148,15,gladiator,11.0,59.0,5.0,296.0,64.0,64.0,47.0,3.5,-59.0,11.0,7.0,24.0,-18.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,41.0,71.0,0.0,1,1
149,15,gladiator,11.0,59.0,5.0,300.0,65.0,65.0,47.0,3.5,-59.0,11.0,7.0,25.0,-18.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,-59.0,41.0,73.0,0.0,1,1
150,15,gladiator,11.0,60.0,5.0,304.0,66.0,66.0,48.0,3.5,-60.0,11.0,8.0,27.0,-18.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,42.0,74.0,0.0,1,1
151,16,gladiator,11.0,61.0,5.0,306.0,66.0,66.0,48.0,3.5,-60.0,11.0,8.0,27.0,-18.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,42.0,74.0,0.0,1,1
152,16,gladiator,11.0,61.0,5.0,308.0,67.0,67.0,48.0,3.5,-60.0,11.0,8.0,27.0,-18.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,42.0,74.0,0.0,1,1
153,16,gladiator,11.0,62.0,5.0,310.0,67.0,67.0,49.0,3.5,-60.0,11.0,8.0,27.0,-19.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,42.0,74.0,0.0,1,1
154,16,gladiator,11.0,63.0,5.0,312.0,68.0,68.0,49.0,3.5,-60.0,11.0,8.0,27.0,-19.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,42.0,74.0,0.0,1,1
155,16,gladiator,11.0,63.0,5.0,314.0,68.0,68.0,49.0,3.5,-60.0,11.0,8.0,27.0,-19.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,42.0,74.0,0.0,1,1
156,16,gladiator,11.0,64.0,5.0,316.0,69.0,69.0,50.0,3.5,-60.0,11.0,8.0,27.0,-20.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,43.0,74.0,0.0,1,1
157,16,gladiator,11.0,65.0,5.0,318.0,69.0,69.0,50.0,3.5,-60.0,11.0,8.0,27.0,-20.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,43.0,74.0,0.0,1,1
158,16,gladiator,11.0,65.0,5.0,320.0,69.0,69.0,50.0,3.5,-60.0,11.0,8.0,27.0,-20.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,43.0,74.0,0.0,1,1
159,16,gladiator,11.0,66.0,5.0,322.0,70.0,70.0,50.0,3.5,-60.0,11.0,8.0,27.0,-21.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,43.0,74.0,0.0,1,1
160,16,gladiator,11.0,67.0,5.0,324.0,70.0,70.0,50.0,3.5,-60.0,11.0,8.0,27.0,-21.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,43.0,74.0,0.0,1,1
161,17,gladiator,11.0,67.0,6.0,326.0,70.0,70.0,50.0,3.5,-60.0,11.0,8.0,27.0,-21.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,44.0,74.0,0.0,1,1
162,17,gladiator,11.0,68.0,6.0,328.0,71.0,71.0,51.0,3.5,-60.0,11.0,8.0,27.0,-22.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,-63.0,44.0,74.0,0.0,1,1
163,17,gladiator,11.0,69.0,6.0,330.0,71.0,71.0,51.0,3.5,-60.0,11.0,8.0,27.0,-22.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,44.0,74.0,0.0,1,1
164,17,gladiator,11.0,69.0,6.0,332.0,71.0,71.0,51.0,3.5,-60.0,11.0,8.0,27.0,-22.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,44.0,74.0,0.0,1,1
165,17,gladiator,11.0,70.0,6.0,334.0,72.0,72.0,52.0,3.5,-60.0,11.0,8.0,27.0,-23.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,44.0,74.0,0.0,1,1
166,17,gladiator,11.0,71.0,6.0,336.0,72.0,72.0,52.0,3.5,-60.0,11.0,8.0,27.0,-23.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,45.0,74.0,0.0,1,1
167,17,gladiator,11.0,71.0,6.0,338.0,72.0,72.0,52.0,3.5,-60.0,11.0,8.0,27.0,-23.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,45.0,74.0,0.0,1,1
168,17,gladiator,11.0,72.0,6.0,340.0,73.0,73.0,53.0,3.5,-60.0,11.0,8.0,27.0,-24.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,45.0,74.0,0.0,1,1
169,17,gladiator,11.0,73.0,6.0,342.0,74.0,74.0,53.0,3.5,-60.0,11.0,8.0,27.0,-24.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,45.0,74.0,0.0,1,1
170,17,gladiator,11.0,74.0,6.0,344.0,75.0,75.0,53.0,3.5,-60.0,11.0,8.0,27.0,-24.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,45.0,74.0,0.0,1,1
171,18,gladiator,12.0,75.0,6.0,420.0,80.0,80.0,54.0,4.199999809265137,-60.0,12.0,9.0,29.0,-25.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,56.0,80.0,0.0,1,1
172,18,gladiator,12.0,75.0,6.0,430.0,81.0,81.0,55.0,4.199999809265137,-60.0,12.0,9.0,29.0,-25.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,57.0,80.0,0.0,1,1
173,18,gladiator,12.0,76.0,6.0,440.0,82.0,82.0,56.0,4.199999809265137,-60.0,12.0,9.0,29.0,-25.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,58.0,80.0,0.0,1,1
174,18,gladiator,12.0,77.0,6.0,450.0,83.0,83.0,57.0,4.199999809265137,-60.0,12.0,9.0,29.0,-25.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,59.0,80.0,0.0,1,1
175,18,gladiator,12.0,77.0,6.0,460.0,84.0,84.0,58.0,4.199999809265137,-60.0,12.0,9.0,29.0,-25.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,60.0,85.0,0.0,1,1
176,18,gladiator,12.0,78.0,6.0,470.0,85.0,85.0,59.0,4.199999809265137,-60.0,12.0,9.0,29.0,-28.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,71.0,85.0,0.0,1,1
177,18,gladiator,12.0,79.0,6.0,480.0,86.0,86.0,60.0,4.199999809265137,-60.0,12.0,9.0,29.0,-28.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,72.0,85.0,0.0,1,1
178,18,gladiator,12.0,79.0,6.0,490.0,87.0,87.0,61.0,4.199999809265137,-60.0,12.0,9.0,29.0,-28.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,73.0,85.0,0.0,1,1
179,18,gladiator,12.0,80.0,6.0,500.0,88.0,88.0,62.0,4.199999809265137,-60.0,12.0,9.0,29.0,-28.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,74.0,85.0,0.0,1,1
180,18,gladiator,12.0,81.0,6.0,510.0,89.0,89.0,63.0,4.199999809265137,-60.0,12.0,9.0,29.0,-28.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,75.0,85.0,5.0,1,1
181,19,gladiator,12.0,81.0,6.0,556.0,90.0,90.0,64.0,4.199999809265137,-60.0,12.0,9.0,31.0,-32.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,86.0,90.0,5.0,1,1
182,19,gladiator,12.0,82.0,6.0,572.0,91.0,91.0,65.0,4.199999809265137,-60.0,12.0,9.0,31.0,-32.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,87.0,90.0,5.0,1,1
183,19,gladiator,12.0,83.0,6.0,588.0,92.0,92.0,66.0,4.199999809265137,-60.0,12.0,9.0,31.0,-32.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,88.0,90.0,5.0,1,1
184,19,gladiator,12.0,83.0,6.0,604.0,93.0,93.0,67.0,4.199999809265137,-60.0,12.0,9.0,31.0,-32.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,89.0,90.0,5.0,1,1
185,19,gladiator,12.0,84.0,6.0,620.0,94.0,94.0,68.0,4.199999809265137,-60.0,12.0,9.0,31.0,-32.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,90.0,95.0,5.0,1,1
